Genotype,Envir,Row,Column,ear.height,R,C,ear.height_spats_residuals,ear.height_spats_geno_pred_values,ear.height_spats_adj_pheno
UH_P115,Gai13R_block_17,59,9,80,59,9,0.426225914116245,76.0932506609229,76.5194765750391
UH_P128,Gai13R_block_17,58,18,75,58,18,0.603734015555261,76.2707587623618,76.8744927779171
W64A,Gai13R_block_17,58,27,80,58,27,0.729910726441361,76.396935473248,77.1268461996893
A554,Gai13R_block_22,70,14,70,70,14,-2.67798435596178,73.014581055228,70.3365966992662
B84,Gai13R_block_22,71,14,90,71,14,6.39316609643089,82.0857315076205,88.4788976040514
DE811,Gai13R_block_22,68,23,90,68,23,6.35173994298306,82.0443053541726,88.3960452971557
EA1027,Gai13R_block_22,65,14,80,65,14,1.53985855924954,77.2324239704393,78.7722825296888
EZ35,Gai13R_block_22,67,14,80,67,14,2.0513571847155,77.7439225959051,79.7952797806206
F1808,Gai13R_block_22,69,5,80,69,5,3.64754914251829,79.340114553708,82.9876636962263
F618,Gai13R_block_22,66,14,70,66,14,-1.7239284757696,73.9686369354201,72.2447084596505
F7001,Gai13R_block_22,69,14,75,69,14,-0.088210002581107,75.6043554086085,75.5161454060274
F7057,Gai13R_block_22,71,5,50,71,5,-4.90228562224816,70.7902797889416,65.8879941666935
F922,Gai13R_block_22,68,14,70,68,14,-2.47540020372419,73.2171652074655,70.7417650037413
HMV5409,Gai13R_block_22,66,5,60,66,5,-7.14122979843501,68.5513356127548,61.4101058143198
LH82,Gai13R_block_22,69,23,70,69,23,-2.4747813211567,73.2177840900331,70.7430027688764
Lo1095,Gai13R_block_22,68,5,70,68,5,-2.89115858335775,72.8014068278319,69.9102482444742
Lo1251,Gai13R_block_22,65,5,80,65,5,1.92355632448125,77.6161217356709,79.5396780601521
NK764,Gai13R_block_22,71,23,75,71,23,0.0787240399776152,75.7712894511673,75.8500134911449
NQ508,Gai13R_block_22,65,23,100,65,23,3.67284235834697,79.3654077695367,83.0382501278836
Oh43,Gai13R_block_22,66,23,75,66,23,-4.21018245271058,71.4823829584792,67.2722005057686
PHV63,Gai13R_block_22,70,5,70,70,5,1.71517813490956,77.4077435460992,79.1229216810088
PHZ51,Gai13R_block_22,67,5,90,67,5,6.1389610009519,81.8315264121415,87.9704874130934
UH_P104,Gai13R_block_22,70,23,70,70,23,-1.78237414323615,73.9101912679535,72.1278171247174
UH_P115,Gai13R_block_22,67,23,75,67,23,-3.14539782538417,72.5471675858056,69.4017697604215
A554,Ner13R_block_34,3,62,75,3,62,-1.75845852572029,85.5398175920658,83.7813590663456
EP77,Ner13R_block_34,11,61,102,11,61,3.54645903942711,90.844735157213,94.3911941966401
EZ47,Ner13R_block_34,3,59,80,3,59,-1.04638846063663,86.2518876571494,85.2054991965128
EZ48,Ner13R_block_34,7,62,90,7,62,-2.68298316425896,84.6152929535271,81.9323097892682
F04401,Ner13R_block_34,7,60,95,7,60,3.85101656430228,91.1492926820882,95.0003092463905
F04701,Ner13R_block_34,11,60,85,11,60,-4.28928735312905,83.008988764657,78.7197014115279
F252,Ner13R_block_34,7,58,72,7,58,-3.61514564231669,83.6831304754694,80.0679848331527
F7019,Ner13R_block_34,11,58,90,11,58,-0.686732689530558,86.6115434282555,85.924810738725
F874,Ner13R_block_34,3,60,90,3,60,4.49071589124686,91.7889920090327,96.2797079002796
HMV5347,Ner13R_block_34,3,58,85,3,58,0.987898470149531,88.2861745879355,89.274073058085
I198,Ner13R_block_34,11,57,93,11,57,1.28686072080069,88.5851368385867,89.8719975593873
Lo1038,Ner13R_block_34,3,61,80,3,61,0.105176491355962,87.403452609142,87.508629100498
Lo1123,Ner13R_block_34,7,57,78,7,57,1.40164433089701,88.699920448683,90.10156477958
Lo1253,Ner13R_block_34,11,62,103,11,62,3.36057078411521,90.6588469019012,94.0194176860164
PB98TR,Ner13R_block_34,7,63,104,7,63,2.29972749742811,89.598003615214,91.8977311126421
PHG80,Ner13R_block_34,7,61,90,7,61,-0.665898439245694,86.6323776785404,85.9664792392947
UH_P115,Ner13R_block_34,11,63,91,11,63,-3.30971822690863,83.9885578908773,80.6788396639687
UH250,Ner13R_block_34,11,59,92,11,59,-0.202332848177079,87.0959432696088,86.8936104214317
W117,Ner13R_block_34,3,63,75,3,63,-1.13742704797968,86.1608490698063,85.0234220218266
W95115,Ner13R_block_34,3,57,80,3,57,-1.93569739181869,85.3625787259673,83.4268813341486
A554,Kar13W_block_15,15,11,130,15,11,0.410831984261932,134.137770426527,134.548602410789
CO109,Kar13W_block_15,15,10,140,15,10,1.70790779850688,135.434846240772,137.142754039279
DK78371A,Kar13W_block_15,7,14,130,7,14,0.914635627833434,134.641574070099,135.556209697932
DKMBST,Kar13W_block_15,6,9,145,6,9,0.485428452035052,134.2123668943,134.697795346335
EZ31,Kar13W_block_15,6,12,140,6,12,2.264092968889,135.991031411154,138.255124380043
F04702,Kar13W_block_15,6,11,125,6,11,-5.36214173383195,128.364796708434,123.002654974602
F7001,Kar13W_block_15,6,10,150,6,10,2.62416894232254,136.351107384588,138.97527632691
Lo1242,Kar13W_block_15,15,9,130,15,9,-2.12006746186589,131.606870980399,129.486803518534
Lo904,Kar13W_block_15,16,8,145,16,8,0.948122454005329,134.675060896271,135.623183350276
Pa405,Kar13W_block_15,16,14,135,16,14,-0.12857393427052,133.598364507995,133.469790573724
UH_6102,Kar13W_block_15,7,13,130,7,13,-0.61913122623892,133.107807216027,132.488675989788
UH_6179,Kar13W_block_15,16,13,140,16,13,1.64842435772741,135.375362799993,137.02378715772
W64A,Kar13W_block_15,15,12,125,15,12,-2.77369822936672,130.953240212899,128.179541983532
A554,Deb13R_block_21,9,14,95,9,14,-2.12982458246319,106.626779479687,104.496954897224
B100,Deb13R_block_21,21,9,117,21,9,1.08769193264703,109.844295994797,110.931987927444
B106,Deb13R_block_21,33,14,112,33,14,2.56658595550105,111.323190017652,113.889775973153
B73,Deb13R_block_21,21,12,121,21,12,3.6203398500458,112.376943912196,115.997283762242
B97,Deb13R_block_21,9,13,112,9,13,5.22739306318277,113.983997125333,119.211390188516
EA3076,Deb13R_block_21,9,12,99,9,12,-2.30077195951296,106.455832102638,104.155060143125
EC151,Deb13R_block_21,33,9,92,33,9,-4.45046833138059,104.30613573077,99.8556673993894
F04702,Deb13R_block_21,9,10,121,9,10,6.59639852525372,115.353002587404,121.949401112658
F7001,Deb13R_block_21,21,13,125,21,13,5.83684424058835,114.593448302739,120.430292543327
I198,Deb13R_block_21,9,11,100,9,11,-2.79101420284592,105.965589859305,103.174575656459
I261,Deb13R_block_21,33,11,107,33,11,1.78038106017878,110.536985122329,112.317366182508
LH60,Deb13R_block_21,21,8,118,21,8,1.17669453084474,109.933298592995,111.10999312384
LH82,Deb13R_block_21,9,9,88,9,9,-10.7718806902668,97.9847233718836,87.2128426816168
Lo1016,Deb13R_block_21,9,8,120,9,8,4.00315090125423,112.759754963405,116.762905864659
Lo1282,Deb13R_block_21,33,12,110,33,12,2.64563756394398,111.402241626095,114.047879190039
PHB09,Deb13R_block_21,33,13,95,33,13,-5.45112509157887,103.305478970572,97.8543538789929
UH_P074,Deb13R_block_21,21,11,112,21,11,-1.05731865820071,107.69928540395,106.641966745749
UH_S018,Deb13R_block_21,33,10,101,33,10,-0.707155822629645,108.049448239521,107.342292416891
W604S,Deb13R_block_21,21,14,100,21,14,-6.33115400512455,102.425450057026,96.0942960519014
W95115,Deb13R_block_21,33,8,103,33,8,1.44959572056335,110.206199782714,111.655795503277
A554,Deb13R_block_10,22,5,110,22,5,-1.84843321578772,108.894153645437,107.045720429649
B37,Deb13R_block_10,34,3,99,34,3,0.615720350201258,111.358307211426,111.974027561627
EC151,Deb13R_block_10,22,3,107,22,3,-3.47639337569736,107.266193485528,103.78980010983
EP72,Deb13R_block_10,10,5,125,10,5,5.57919219198178,116.321779053206,121.900971245188
EZ48,Deb13R_block_10,22,2,143,22,2,8.85460901046599,119.59719587169,128.451804882156
F05101,Deb13R_block_10,22,4,102,22,4,-1.830964323437,108.911622537788,107.080658214351
F7081,Deb13R_block_10,10,3,110,10,3,1.46407529801391,112.206662159239,113.670737457253
F712,Deb13R_block_10,22,7,137,22,7,3.39358997274653,114.136176833971,117.529766806718
F888,Deb13R_block_10,34,6,100,34,6,-0.210403971904114,110.532182889321,110.321778917417
F908,Deb13R_block_10,10,7,112,10,7,0.536117025553139,111.278703886778,111.814820912331
HMV5301,Deb13R_block_10,34,4,98,34,4,0.417640603208127,111.160227464433,111.577868067641
HMV5405,Deb13R_block_10,10,2,112,10,2,0.66445410189138,111.407040963116,112.071495065008
I242,Deb13R_block_10,34,5,105,34,5,-0.521325344855285,110.22126151637,109.699936171514
LH74,Deb13R_block_10,34,1,100,34,1,2.09464545852114,112.837232319746,114.931877778267
Lo1101,Deb13R_block_10,10,4,95,10,4,-5.18727190381377,105.555314957411,100.368043053597
Lo1124,Deb13R_block_10,34,2,93,34,2,-3.66596576845123,107.076621092774,103.410655324322
Lo1288,Deb13R_block_10,10,6,100,10,6,-3.57663688101761,107.165949980207,103.58931309919
NC358,Deb13R_block_10,22,6,115,22,6,-0.147777453473182,110.594809407752,110.447031954278
P465P,Deb13R_block_10,22,1,116,22,1,-2.4052532682619,108.337333592963,105.932080324701
Pa91,Deb13R_block_10,10,1,105,10,1,-0.749618505889004,109.992968355336,109.243349849447
A554,Deb13R_block_25,25,20,85,25,20,-2.54159465066101,101.744136373512,99.2025417228513
B105,Deb13R_block_25,25,18,102,25,18,2.1451017658715,106.430832790045,108.575934555916
EC232,Deb13R_block_25,13,17,118,13,17,5.9037424825088,110.189473506682,116.093215989191
EP52,Deb13R_block_25,25,15,113,25,15,1.93845093272601,106.224181956899,108.162632889625
EP72,Deb13R_block_25,13,16,100,13,16,-4.03427216805137,100.251458856122,96.2171866880707
EZ31,Deb13R_block_25,13,18,112,13,18,3.85875943224281,108.144490456416,112.003249888659
EZ42,Deb13R_block_25,1,17,119,1,17,1.85858444677154,106.144315470945,108.002899917716
EZ47,Deb13R_block_25,1,16,133,1,16,6.66000585655139,110.945736880724,117.605742737276
F912,Deb13R_block_25,25,21,86,25,21,-0.158452820973395,104.1272782032,103.968825382227
HMV5405,Deb13R_block_25,25,16,100,25,16,-2.66136173879109,101.624369285382,98.9630075465913
LH39,Deb13R_block_25,1,20,96,1,20,-3.00588160501526,101.279849419158,98.2739678141429
LH60,Deb13R_block_25,1,19,110,1,19,1.77664340165398,106.062374425827,107.839017827481
LH74,Deb13R_block_25,13,15,108,13,15,-0.977608308760878,103.308122715413,102.330514406652
Lo1274,Deb13R_block_25,1,21,101,1,21,1.68075430283888,105.966485327012,107.647239629851
Lo1280,Deb13R_block_25,13,19,100,13,19,-1.19793131456062,103.087799709613,101.889868395052
N192,Deb13R_block_25,13,20,90,13,20,-5.23998122351537,99.0457498006582,93.8057685771428
NK764,Deb13R_block_25,25,19,94,25,19,0.0444368916329694,104.330167915806,104.374604807439
PH207,Deb13R_block_25,25,17,100,25,17,-0.766419543318577,103.519311480855,102.752891937536
PHG39,Deb13R_block_25,1,15,118,1,15,-3.04371080328372,101.24202022089,98.198309417606
PHK76,Deb13R_block_25,13,21,110,13,21,5.68696942716414,109.972700451337,115.659669878502
UH_P087,Deb13R_block_25,1,18,95,1,18,-7.92623476303,96.3594962611436,88.4332614981136
AS5707,Gai12R_block_24,15,27,105,15,27,-0.419011154439332,99.2301020587381,98.8110909042988
B106,Gai12R_block_24,6,24,105,6,24,-0.0499918034332865,99.5991214097442,99.5491296063109
B89,Gai12R_block_24,6,26,105,6,26,0.471454776687011,100.120567989864,100.592022766551
CR1Ht,Gai12R_block_24,6,25,105,6,25,0.410535555273256,100.059648768451,100.470184323724
DKIBO2,Gai12R_block_24,24,28,85,24,28,-1.32567189815036,98.3234413150271,96.9977694168768
F04401,Gai12R_block_24,24,23,75,24,23,-3.83275656843142,95.8163566447462,91.9836000763148
F618,Gai12R_block_24,15,28,105,15,28,-0.350117431595791,99.2989957815816,98.9488783499858
F7058,Gai12R_block_24,6,28,105,6,28,-0.234663497902176,99.4144497152753,99.1797862173732
I233,Gai12R_block_24,15,23,105,15,23,1.09619907000771,100.745312283185,101.841511353193
Lo1056,Gai12R_block_24,6,23,105,6,23,-0.601256321717386,99.04785689146,98.4466005697426
Lo1063,Gai12R_block_24,24,22,75,24,22,-0.944956765367223,98.7041564478102,97.759199682443
Lo1199,Gai12R_block_24,24,24,95,24,24,3.37329206149745,103.022405274675,106.395697336172
Mo15W,Gai12R_block_24,15,22,105,15,22,1.87883428491716,101.527947498095,103.406781783012
MS153,Gai12R_block_24,15,24,105,15,24,0.355031565583218,100.004144778761,100.359176344344
NC358,Gai12R_block_24,15,25,105,15,25,-0.10423487967681,99.5448783335006,99.4406434538238
NK764,Gai12R_block_24,6,22,105,6,22,-1.24707320140446,98.402040011773,97.1549668103685
PB98TR,Gai12R_block_24,24,26,110,24,26,8.30584433098619,107.954957544163,116.26080187515
UH_6179,Gai12R_block_24,15,26,105,15,26,-0.459355435497557,99.1897577776799,98.7304023421824
UH_P024,Gai12R_block_24,24,25,85,24,25,-3.47937981605901,96.1697333971184,92.6903535810594
UH250,Gai12R_block_24,24,27,85,24,27,-3.0950443541244,96.5540688590532,93.4590245049288
Va26,Gai12R_block_24,6,27,105,6,27,0.252321482847293,99.9014346960247,100.153756178872
AS5707,Ner12R_block_27,21,17,155,21,17,6.83720043840773,134.821845620429,141.659046058836
CR1Ht,Ner12R_block_27,33,20,110,33,20,-5.72163414888428,122.263011033138,116.541376884253
DE811,Ner12R_block_27,9,21,135,9,21,-1.87334241234674,126.111302769675,124.237960357328
EC242C,Ner12R_block_27,21,21,120,21,21,-2.42057923327214,125.56406594875,123.143486715478
EP10,Ner12R_block_27,21,15,120,21,15,-1.85123999643184,126.13340518559,124.282165189158
F7082,Ner12R_block_27,9,20,135,9,20,-0.365231838056531,127.619413343965,127.254181505909
F874,Ner12R_block_27,33,19,115,33,19,-1.69850871531797,126.286136466704,124.587627751386
LH123Ht,Ner12R_block_27,33,17,125,33,17,1.58766215178929,129.572307333811,131.1599694856
Lo1087,Ner12R_block_27,9,15,120,9,15,-2.50343498228342,125.481210199738,122.977775217455
Lo1095,Ner12R_block_27,21,20,135,21,20,3.85983364331136,131.844478825332,135.704312468644
Lo1123,Ner12R_block_27,33,16,110,33,16,-3.44794852949292,124.536696652529,121.088748123036
Lp5,Ner12R_block_27,9,17,140,9,17,2.1596364873653,130.144281669387,132.303918156752
Mo15W,Ner12R_block_27,21,16,140,21,16,3.98979784236519,131.974443024387,135.964240866752
NQ508,Ner12R_block_27,9,19,145,9,19,4.73877159213555,132.723416774157,137.462188366292
Oh02,Ner12R_block_27,33,21,140,33,21,4.68376905271342,132.668414234735,137.352183287448
Oh43,Ner12R_block_27,21,18,130,21,18,-0.253049429977381,127.731595752044,127.478546322067
PHG84,Ner12R_block_27,21,19,125,21,19,-2.90885188774658,125.075793294275,122.166941406529
UH_2500,Ner12R_block_27,33,18,115,33,18,0.849849222576694,128.834494404598,129.684343627175
UH_P089,Ner12R_block_27,9,16,125,9,16,-1.05902503945815,126.925620142563,125.866595103105
UH_P128,Ner12R_block_27,33,15,120,33,15,0.120255278285782,128.104900460307,128.225155738593
W182E,Ner12R_block_27,9,18,120,9,18,-4.72392949568126,123.260715686341,118.536786190659
AS5707,Deb12R_block_32,49,10,110,49,10,4.59022778060422,113.130193361805,117.720421142409
B107,Deb12R_block_32,31,11,120,31,11,0.683379763176291,109.223345344377,109.906725107554
EA3076,Deb12R_block_32,31,9,110,31,9,-0.781826721976145,107.758138859225,106.976312137249
EP29,Deb12R_block_32,17,8,110,17,8,-3.42430007930632,105.115665501895,101.691365422588
EZ18,Deb12R_block_32,49,8,128,49,8,2.42816683506095,110.968132416262,113.396299251323
EZ37,Deb12R_block_32,17,9,129,17,9,6.12653845930116,114.666504040502,120.793042499803
F04401,Deb12R_block_32,17,12,92,17,12,-9.77044569751105,98.7695198836897,88.9990741861787
F04402,Deb12R_block_32,31,12,111,31,12,-2.34922250831806,106.190743072883,103.841520564565
F353,Deb12R_block_32,49,14,98,49,14,2.92802756557597,111.467993146777,114.396020712353
F712,Deb12R_block_32,17,11,125,17,11,6.66032537978352,115.200290960985,121.860616340768
I233,Deb12R_block_32,49,9,109,49,9,-1.56740952986823,106.972556051333,105.405146521464
LH123Ht,Deb12R_block_32,17,13,125,17,13,3.74472205451264,112.284687635714,116.029409690226
Lo1087,Deb12R_block_32,31,14,98,31,14,0.453754092655018,108.993719673856,109.447473766511
Lo1288,Deb12R_block_32,17,14,125,17,14,0.397244288231121,108.937209869432,109.334454157663
Mo15W,Deb12R_block_32,31,10,120,31,10,1.89352713473349,110.433492715934,112.327019850668
NC290,Deb12R_block_32,31,13,105,31,13,-1.13808366673203,107.401881914469,106.263798247737
NK764,Deb12R_block_32,49,11,80,49,11,-5.31756127984637,103.222404301354,97.904843021508
Pa405,Deb12R_block_32,49,12,81,49,12,-2.57427799535927,105.965687585842,103.391409590482
UH_P024,Deb12R_block_32,31,8,105,31,8,-1.82544635783071,106.71451922337,104.889072865539
UH_P074,Deb12R_block_32,17,10,110,17,10,-2.01063038134571,106.529335199855,104.51870481851
UH_P148,Deb12R_block_32,49,13,90,49,13,0.853290864459268,109.39325644566,110.24654731012
AS5707,Ner13R_block_23,10,36,103,10,36,4.00720483338645,90.2952223623858,94.3024271957723
B37,Ner13R_block_23,2,36,75,2,36,-0.461857814300743,85.8261597146986,85.3643019003979
B84,Ner13R_block_23,10,42,105,10,42,0.477740925647026,86.7657584546463,87.2434993802933
DK78010,Ner13R_block_23,10,38,97,10,38,1.90270031724599,88.1907178462454,90.0934181634914
EP67,Ner13R_block_23,2,37,75,2,37,-0.397843106343785,85.8901744226557,85.4923313163119
EZ38,Ner13R_block_23,10,41,104,10,41,2.47795142969524,88.7659689586948,91.24392038839
F7019,Ner13R_block_23,6,38,89,6,38,3.84701194976836,90.1350294787678,93.9820414285361
F912,Ner13R_block_23,6,36,85,6,36,2.70066302547231,88.9886805544718,91.6893435799441
HMV5347,Ner13R_block_23,10,37,77,10,37,-5.81575623289227,80.4722612961072,74.656505063215
LH38,Ner13R_block_23,2,38,80,2,38,-2.39002836446547,83.8979891645341,81.5079608000686
LH39,Ner13R_block_23,2,41,80,2,41,-4.46973989695526,81.8182776320444,77.3485377350892
LH59,Ner13R_block_23,6,42,85,6,42,-0.6261266648972,85.6618908641023,85.0357641992051
Lo1094,Ner13R_block_23,10,40,102,10,40,2.5611398910889,88.8491574200884,91.4102973111773
Lo1203,Ner13R_block_23,2,42,95,2,42,1.93790797196507,88.2259255009644,90.1638334729295
NQ508,Ner13R_block_23,2,40,100,2,40,5.21193103376203,91.4999485627615,96.7118795965236
Pa36,Ner13R_block_23,6,37,70,6,37,-2.72246692983113,83.5655505991685,80.8430836693374
PHG39,Ner13R_block_23,6,39,78,6,39,-1.16670109866377,85.1213164303357,83.9546153316719
PHK29,Ner13R_block_23,6,41,84,6,41,0.213811443978656,86.5018289729782,86.7156404169568
PHR36,Ner13R_block_23,2,39,90,2,39,2.12658535259725,88.4146028815967,90.541188234194
PHV63,Ner13R_block_23,6,40,73,6,40,-5.36010207834502,80.9279154506546,75.5678133723096
UH_P087,Ner13R_block_23,10,39,84,10,39,-4.05402598791108,82.2339915410885,78.1799655531775
AS5707,Ner13R_block_30,3,55,90,3,55,3.95759542537027,90.2686167127318,94.2262121381021
B100,Ner13R_block_30,3,56,80,3,56,-0.689992967783923,85.6210283195774,84.9310353517935
EA1163,Ner13R_block_30,3,50,85,3,50,-1.49553304745493,84.8154882399065,83.3199551924516
EC136,Ner13R_block_30,11,55,90,11,55,1.70706088716422,88.0180821745257,89.7251430616899
EC334,Ner13R_block_30,7,55,70,7,55,-3.74452202436817,82.5664992629932,78.821977238625
EP10,Ner13R_block_30,11,53,80,11,53,-6.85070434154862,79.4603169458127,72.6096126042641
EP2008-18,Ner13R_block_30,11,54,91,11,54,1.30246008464398,87.6134813720055,88.9159414566495
F748,Ner13R_block_30,7,50,77,7,50,-2.67378490322285,83.6372363841385,80.9634514809157
F894,Ner13R_block_30,11,50,90,11,50,-0.265614907626329,86.045406379735,85.7797914721087
FR19,Ner13R_block_30,7,54,77,7,54,-1.29047947406994,85.0205418132914,83.7300623392215
HMV5325,Ner13R_block_30,7,51,93,7,51,1.36170173453498,87.6727230218965,89.0344247564315
HMV5502,Ner13R_block_30,3,53,100,3,53,5.00256223484696,91.3135835222084,96.3161457570553
LH145,Ner13R_block_30,3,52,90,3,52,-2.76303089709137,83.5479903902701,80.7849594931787
Lo1016,Ner13R_block_30,11,51,105,11,51,3.22452792641072,89.5355492137722,92.7600771401829
Lo1172,Ner13R_block_30,7,52,94,7,52,1.76927914145433,88.0803004288157,89.8495795702701
